"The search for people who never get COVID","Nature","Nature, Published online: 29 October 2021; doi:10.1038/d41586-021-02978-6An international team of researchers wants to find people who are genetically resistant to SARS-CoV-2, in the hope of developing new drugs and treatments.","2021-10-29 00:00:00","Science","https://www.nature.com/articles/d41586-021-02978-6","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","b6f3cce13070cee75b48c64b471ab22e"
"When you recommend someone for an opportunity, follow through","Nature","Nature, Published online: 29 October 2021; doi:10.1038/d41586-021-03004-5Sponsoring someone is not a one-off act. Their success is your success, so support them throughout the process.","2021-10-29 00:00:00","Science","https://www.nature.com/articles/d41586-021-03004-5","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","b533a546bb7dcbe049f6c60ff87e9f85"
"Beware of rainbows","Nature","Nature, Published online: 29 October 2021; doi:10.1038/d41586-021-02961-1The sacred and profane.","2021-10-29 00:00:00","Science","https://www.nature.com/articles/d41586-021-02961-1","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","a1abfa12b3e4a850efee312f0f20669b"
"Daily briefing: A COVID drug for the people?","Nature","Nature, Published online: 29 October 2021; doi:10.1038/d41586-021-03006-3The inexpensive antidepressant fluvoxamine cuts the risk of death among high-risk COVID-19 patients. Plus: the search for people who are genetically resistant to SARS-CoV-2 infection, and the effects of civil war on bird life.","2021-10-29 00:00:00","Science","https://www.nature.com/articles/d41586-021-03006-3","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","078aadcf37476cb3fe2501938fecb05d"
"Coronapod: China's crucial COVID vaccines start to falter","Nature","Nature, Published online: 29 October 2021; doi:10.1038/d41586-021-03005-4Two inactivated virus vaccines from China account for half the world's inoculations against COVID, now their protection may be waning.","2021-10-29 00:00:00","Science","https://www.nature.com/articles/d41586-021-03005-4","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","021377ecb7b48ebb0b0ea8e3887990e9"
"The faint little galaxies that could shed light on the early cosmos","Nature","Nature, Published online: 29 October 2021; doi:10.1038/d41586-021-02943-3Small galaxies seem to be forming stars the old-fashioned way: in splendid isolation.","2021-10-29 00:00:00","Science","https://www.nature.com/articles/d41586-021-02943-3","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","9a3965551d48c6e117fcc3e12e399560"
"Curbing fossil fuels and a look inside cells — the week in infographics","Nature","Nature, Published online: 29 October 2021; doi:10.1038/d41586-021-02975-9Nature highlights three key infographics from the week in science and research.","2021-10-29 00:00:00","Science","https://www.nature.com/articles/d41586-021-02975-9","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","f39384efd05ed3b542dc36ca06ba3b70"
"How ‘sleep misperception’ fools people into thinking they don’t sleep","Nature","Nature, Published online: 29 October 2021; doi:10.1038/d41586-021-02942-4Research on slumbering volunteers reveals the surprising stage when we feel most deeply asleep.","2021-10-29 00:00:00","Science","https://www.nature.com/articles/d41586-021-02942-4","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","8adb70d11a8561305055562775556ee7"
"All in the mind: what the placebo effect looks like in the brain","Nature","Nature, Published online: 29 October 2021; doi:10.1038/d41586-021-02939-zWhen pain relief is expected, specific circuits in the brainstem become more active.","2021-10-29 00:00:00","Science","https://www.nature.com/articles/d41586-021-02939-z","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","e21b6730253b7438900befbf3f664ad3"
"Enigmatic Falklands ‘fox’ might have hitched a ride with humans","Nature","Nature, Published online: 29 October 2021; doi:10.1038/d41586-021-02946-0Findings suggest that people lived on the islands earlier than thought — and could have imported the canid called the warrah.","2021-10-29 00:00:00","Science","https://www.nature.com/articles/d41586-021-02946-0","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","952480f2f87eb4888481daeea4101d86"
"There is no silver bullet against climate change","Nature","Nature, Published online: 02 November 2021; doi:10.1038/d41586-021-02980-yThere is no silver bullet against climate change","2021-11-02 00:00:00","Science","https://www.nature.com/articles/d41586-021-02980-y","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","6621ad2d01890842cb0367d8a1b8f91f"
"Colour blindness: journals should enable image redisplay","Nature","Nature, Published online: 02 November 2021; doi:10.1038/d41586-021-02982-wColour blindness: journals should enable image redisplay","2021-11-02 00:00:00","Science","https://www.nature.com/articles/d41586-021-02982-w","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","a3f0cd1c2fbf8c6ad9cb74aaf6e32fc8"
"Embrace open-source sensors for local climate studies","Nature","Nature, Published online: 02 November 2021; doi:10.1038/d41586-021-02981-xEmbrace open-source sensors for local climate studies","2021-11-02 00:00:00","Science","https://www.nature.com/articles/d41586-021-02981-x","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","7cba96c9adf079b41502556d57f8db11"
"For NGOs, article-processing charges sap conservation funds","Nature","Nature, Published online: 02 November 2021; doi:10.1038/d41586-021-02979-5For NGOs, article-processing charges sap conservation funds","2021-11-02 00:00:00","Science","https://www.nature.com/articles/d41586-021-02979-5","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","7872b6177658ade8b4ba5f66f1a8ff67"
"Tips for managing an industry move without your academic supervisor’s support","Nature","Nature, Published online: 02 November 2021; doi:10.1038/d41586-021-02999-1Struggling with your principal investigator’s bias towards academia? Here are some workarounds.","2021-11-02 00:00:00","Science","https://www.nature.com/articles/d41586-021-02999-1","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","8ac792d9cdca3d19a0d6a226369979cf"
"Scientists: don’t feed the doubt machine","Nature","Nature, Published online: 02 November 2021; doi:10.1038/d41586-021-02993-7From climate to COVID, naivety about how science is hijacked promotes more of the same.","2021-11-02 00:00:00","Science","https://www.nature.com/articles/d41586-021-02993-7","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","e11d6aee3d82deffdac5fd9205dae066"
"Water bear fossil and grizzly bear selfie — October’s best science images","Nature","Nature, Published online: 02 November 2021; doi:10.1038/d41586-021-02880-1The month’s sharpest science shots, selected by Nature’s photo team.","2021-11-02 00:00:00","Science","https://www.nature.com/immersive/d41586-021-02880-1/index.html","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","b83a1136d63343960811e50e96d27a5a"
"Daily briefing: A scientists’ guide to COP26","Nature","Nature, Published online: 01 November 2021; doi:10.1038/d41586-021-03019-yAs the COP26 climate conference kicks off, Nature explains what success looks like, and what’s on the line. Plus, we explore the nuclear legacy of Abdul Qadeer Khan and learn that honey bees ‘social distance’ to fight mites.","2021-11-01 00:00:00","Science","https://www.nature.com/articles/d41586-021-03019-y","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","a29c9939b7623c33179aaa83984717a5"
"From the archive","Nature","Nature, Published online: 02 November 2021; doi:10.1038/d41586-021-02952-2Nature’s pages feature efforts to ensure thermometer accuracy and offer some gardening advice.","2021-11-02 00:00:00","Science","https://www.nature.com/articles/d41586-021-02952-2","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","50986bce5294874ef370f78fe443e335"
"Why scientists worldwide are watching UK COVID infections","Nature","Nature, Published online: 02 November 2021; doi:10.1038/d41586-021-03003-6The country’s relaxation of measures such as masking — especially in England — is showing the limits of relying on vaccines alone.","2021-11-02 00:00:00","Science","https://www.nature.com/articles/d41586-021-03003-6","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","694ec08df915da3663028c982501267f"
"All aboard the climate train! Scientists join activists for COP26 trip","Nature","Nature, Published online: 02 November 2021; doi:10.1038/d41586-021-03008-1Journey to pivotal climate summit offers a glimpse into the hopes and fears of researchers travelling to the meeting.","2021-11-02 00:00:00","Science","https://www.nature.com/articles/d41586-021-03008-1","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","d0ad6f96e699197392afbfd9551c1e90"
"Africa accelerator, racial-bias fears and UK science budget","Nature","Nature, Published online: 03 November 2021; doi:10.1038/d41586-021-02994-6The latest science news, in brief.","2021-11-03 00:00:00","Science","https://www.nature.com/articles/d41586-021-02994-6","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","f3281563b9d01e7a866371d4af840c35"
"African scientists race to test COVID drugs — but face major hurdles","Nature","Nature, Published online: 03 November 2021; doi:10.1038/d41586-021-02995-5In a bid to stave off looming disaster, scientists are trying to repurpose drugs used for malaria and other diseases, but infrastructure and recruitment challenges stymie progress.","2021-11-03 00:00:00","Science","https://www.nature.com/articles/d41586-021-02995-5","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","643a1408908f03569a0e0bbffd7f35c1"
"Glass is the hidden gem in a carbon-neutral future","Nature","Nature, Published online: 03 November 2021; doi:10.1038/d41586-021-02992-8Recycling glass does not degrade it, and manufacturing it can be carbon-free. So why are many countries still burying glass in the ground?","2021-11-03 00:00:00","Science","https://www.nature.com/articles/d41586-021-02992-8","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","4151dfd307f28ad210650c352df9bc65"
"Daily briefing: How scientists can grapple with merchants of doubt","Nature","Nature, Published online: 02 November 2021; doi:10.1038/d41586-021-03032-1How to respond when science is hijacked to bolster false claims. Plus, the month’s best science images and the day at COP26.","2021-11-02 00:00:00","Science","https://www.nature.com/articles/d41586-021-03032-1","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","cceace40e03b99557b8cd8d775a358d1"
"Eight reasons you are alone","Nature","Nature, Published online: 03 November 2021; doi:10.1038/d41586-021-02963-zA way forward.","2021-11-03 00:00:00","Science","https://www.nature.com/articles/d41586-021-02963-z","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","f54ac808b3ea82b366900d57f811709b"
"The African Academy of Sciences is in crisis — responsibility must be shared","Nature","Nature, Published online: 03 November 2021; doi:10.1038/d41586-021-02991-9The pan-African science academy is in turmoil. Funders and fellows must jointly own the crisis, and work to stop it happening again.","2021-11-03 00:00:00","Science","https://www.nature.com/articles/d41586-021-02991-9","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","d241c8ea4325bf9a7969b87dc38c4148"
"Publisher Correction: An open-access volume electron microscopy atlas of whole cells and tissues","Nature","Nature, Published online: 03 November 2021; doi:10.1038/s41586-021-04132-8Publisher Correction: An open-access volume electron microscopy atlas of whole cells and tissues","2021-11-03 00:00:00","Science","https://www.nature.com/articles/s41586-021-04132-8","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","abc6e616c58a6e45feba2dc2106755e9"
"Author Correction: Large metallicity variations in the Galactic interstellar medium","Nature","Nature, Published online: 03 November 2021; doi:10.1038/s41586-021-04146-2Author Correction: Large metallicity variations in the Galactic interstellar medium","2021-11-03 00:00:00","Science","https://www.nature.com/articles/s41586-021-04146-2","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","0582a320bb8887433e063818bcb17521"
"Publisher Correction: A metastasis map of human cancer cell lines","Nature","Nature, Published online: 03 November 2021; doi:10.1038/s41586-021-04149-zPublisher Correction: A metastasis map of human cancer cell lines","2021-11-03 00:00:00","Science","https://www.nature.com/articles/s41586-021-04149-z","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","7be9baf3c3e7e6c501150a138a0711e0"
"Publisher Correction: Observation of fractional edge excitations in nanographene spin chains","Nature","Nature, Published online: 03 November 2021; doi:10.1038/s41586-021-04150-6Publisher Correction: Observation of fractional edge excitations in nanographene spin chains","2021-11-03 00:00:00","Science","https://www.nature.com/articles/s41586-021-04150-6","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","076fd3618fdfefc87042e491d1f5bced"
"Cross-HLA targeting of intracellular oncoproteins with peptide-centric CARs","Nature","Nature, Published online: 03 November 2021; doi:10.1038/s41586-021-04061-6Targeting peptides from unmutated cancer drivers that are expressed in tumours but not in normal tissues using peptide-centric chimeric antigen receptors shows potential as treatment for cancer.","2021-11-03 00:00:00","Science","https://www.nature.com/articles/s41586-021-04061-6","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","48515d86f441610d2cf7edc640cad8e2"
"Reconstruction of Bloch wavefunctions of holes in a semiconductor","Nature","Nature, Published online: 03 November 2021; doi:10.1038/s41586-021-03940-2Bloch wavefunctions of two types of hole in gallium arsenide are reconstructed by measuring the polarization of light emitted by collisions of electrons and holes accelerated by a terahertz laser.","2021-11-03 00:00:00","Science","https://www.nature.com/articles/s41586-021-03940-2","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","b34d934fbdc47403fe1212efdf98a262"
"Episodic deluges in simulated hothouse climates","Nature","Nature, Published online: 03 November 2021; doi:10.1038/s41586-021-03919-zThrough an idealized set of simulations, with a model that incorporates key physics, research reveals dramatic swings between massive rainfall events and extended dry periods in hothouse climates.","2021-11-03 00:00:00","Science","https://www.nature.com/articles/s41586-021-03919-z","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","e3c80a16b89b08a3ebccc1a4c1b3994e"
"Disruption of mitochondrial complex I induces progressive parkinsonism","Nature","Nature, Published online: 03 November 2021; doi:10.1038/s41586-021-04059-0Dysfunction of mitochondrial complex I in mice is sufficient to cause progressive parkinsonism in which the loss of nigral dopamine release critically contributes to motor dysfunction.","2021-11-03 00:00:00","Science","https://www.nature.com/articles/s41586-021-04059-0","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","df3869220d3eecb4f25f38aeb610ddfe"
"B cell-derived GABA elicits IL-10+ macrophages to limit anti-tumour immunity","Nature","Nature, Published online: 03 November 2021; doi:10.1038/s41586-021-04082-1A paper in Nature demonstrates that B cell-derived GABA promotes monocyte differentiation into anti-inflammatory macrophages able to limit anti-tumour T cell cytotoxicity.","2021-11-03 00:00:00","Science","https://www.nature.com/articles/s41586-021-04082-1","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","92a2fbc06882045c98f0dca0f3800c0e"
"Terrestrial-type nitrogen-fixing symbiosis between seagrass and a marine bacterium","Nature","Nature, Published online: 03 November 2021; doi:10.1038/s41586-021-04063-4The N2-fixing symbiont ‘Candidatus Celerinatantimonas neptuna’ lives inside the root tissue of the seagrass Posidonia oceanica, providing ammonia and amino acids to its host in exchange for sugars and enabling highly productive seagrass meadows to thrive in the nitrogen-limited Mediterranean Sea.","2021-11-03 00:00:00","Science","https://www.nature.com/articles/s41586-021-04063-4","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","d8df762321582f739376207085fe41a3"
"Transition metal-catalysed molecular n-doping of organic semiconductors","Nature","Nature, Published online: 03 November 2021; doi:10.1038/s41586-021-03942-0Electron doping of organic semiconductors is typically inefficient, but here a precursor molecular dopant is used to deliver higher n-doping efficiency in a much shorter doping time.","2021-11-03 00:00:00","Science","https://www.nature.com/articles/s41586-021-03942-0","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","2027d03d115058d3646660b1d593bc3b"
"Baleen whale prey consumption based on high-resolution foraging measurements","Nature","Nature, Published online: 03 November 2021; doi:10.1038/s41586-021-03991-5A combination of 3D whale locations and acoustic measurements of prey density is used here to show that whales’ consumption of krill is several times larger than often thought.","2021-11-03 00:00:00","Science","https://www.nature.com/articles/s41586-021-03991-5","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","369aae287ccea8a771d0ff4e5d1d376d"
"Few-fs resolution of a photoactive protein traversing a conical intersection","Nature","Nature, Published online: 03 November 2021; doi:10.1038/s41586-021-04050-9Serial femtosecond crystallography (SFX) has provided significant understanding of time-resolved processes of various systems in biology, for example, rhodopsin, which underlies our vision. The approach involves femtosecond-length X-ray pulses directed at protein crystals and has been used to study various photoactive proteins. However, the function of proteins such as rhodopsin requires trans–cis isomerization of a chromo","2021-11-03 00:00:00","Science","https://www.nature.com/articles/s41586-021-04050-9","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","02bb32a1cc959791165a610c60d029b1"
"Carbon implications of marginal oils from market-derived demand shocks","Nature","Nature, Published online: 03 November 2021; doi:10.1038/s41586-021-03932-2Here the non-linear relationship is revealed between carbon emissions reductions and oil demand reductions, which depends on the magnitude of demand drop and the global oil market structure.","2021-11-03 00:00:00","Science","https://www.nature.com/articles/s41586-021-03932-2","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","74f4e545b28ee536ceaa88e65397c658"
"Cold-induced Arabidopsis FRIGIDA nuclear condensates for FLC repression","Nature","Nature, Published online: 03 November 2021; doi:10.1038/s41586-021-04062-5In Arabidopsis thaliana, downregulation of the floral repressor FLC in response to cold occurs through a mechanism in which the FLC activator FRIGIDA is sequestered into biomolecular condensates away from the FLC promoter.","2021-11-03 00:00:00","Science","https://www.nature.com/articles/s41586-021-04062-5","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","dbb42e584861a19d7e15401ef44eb643"
"MC3R links nutritional state to childhood growth and the timing of puberty","Nature","Nature, Published online: 03 November 2021; doi:10.1038/s41586-021-04088-9MC3R deficiency is associated with a delay in the onset of puberty, and a reduction in growth and lean mass.","2021-11-03 00:00:00","Science","https://www.nature.com/articles/s41586-021-04088-9","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","dd3b1e1a46c006bd26dd57c1456097b8"
"Experimental relativistic zero-knowledge proofs","Nature","Nature, Published online: 03 November 2021; doi:10.1038/s41586-021-03998-yA zero-knowledge proof, which can be used to verify secret information, is reported here with security that is enforced by the laws of special relativity.","2021-11-03 00:00:00","Science","https://www.nature.com/articles/s41586-021-03998-y","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","f0c92c9c9feb540eea14b05f3ba02af2"
"Striatal indirect pathway mediates exploration via collicular competition","Nature","Nature, Published online: 03 November 2021; doi:10.1038/s41586-021-04055-4Indirect striatal projection neurons in the basal ganglia modulate activity in the superior colliculus, thereby controlling selection and exploration of actions in response to a reward omission.","2021-11-03 00:00:00","Science","https://www.nature.com/articles/s41586-021-04055-4","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","a2445bc55e0c2f8e7e40789e5e9c9181"
"Percolation transitions in compressed SiO2 glasses","Nature","Nature, Published online: 03 November 2021; doi:10.1038/s41586-021-03918-0Amorphous–amorphous phase transitions in silicon dioxide are shown to proceed through a sequence of percolation transitions, a process that has relevance to a range of important liquid and glassy systems.","2021-11-03 00:00:00","Science","https://www.nature.com/articles/s41586-021-03918-0","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","c27cd33310826121d546e41dbcfa54c7"
"Drop-in Fuels from Sunlight and Air","Nature","Nature, Published online: 03 November 2021; doi:10.1038/s41586-021-04174-yDrop-in Fuels from Sunlight and Air","2021-11-03 00:00:00","Science","https://www.nature.com/articles/s41586-021-04174-y","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","92d151bab9cde5242f4e542c3711d13f"
"Podcast special: onboard the climate train to COP26","Nature","Nature, Published online: 03 November 2021; doi:10.1038/d41586-021-03039-8Young people take centre stage as ‘climate train’ ferries scientists and activists to crucial UN climate conference.","2021-11-03 00:00:00","Science","https://www.nature.com/articles/d41586-021-03039-8","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","745d2a118d2c5e2adb47a62a95cf404f"
"Dressed-up tumour cells make up a personalized cancer vaccine","Nature","Nature, Published online: 04 November 2021; doi:10.1038/d41586-021-03021-4A dose of silica-coated cancer cells helps to rally the immune system against malignancies in mice.","2021-11-04 00:00:00","Science","https://www.nature.com/articles/d41586-021-03021-4","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","2103d1c6193624ef51fd765edbfedb0d"
"Maps reveal surprising details of Mongols’ ancient capital","Nature","Nature, Published online: 04 November 2021; doi:10.1038/d41586-021-03013-4Sensors that peer underground chart the unexpected sprawl of Karakorum, established by the heir to Genghis Khan.","2021-11-04 00:00:00","Science","https://www.nature.com/articles/d41586-021-03013-4","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","6aa65e52758a57e1928fe808e56d7363"
"Deadline divide: women shy away from asking for extensions","Nature","Nature, Published online: 03 November 2021; doi:10.1038/d41586-021-03014-3Even when deadlines are flexible, women are less likely than men to seek extra time for assignments.","2021-11-03 00:00:00","Science","https://www.nature.com/articles/d41586-021-03014-3","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","59a28a85ac75b1958374c87194a3aaff"
"‘Flash’ droughts are quick-drying farm fields globally","Nature","Nature, Published online: 03 November 2021; doi:10.1038/d41586-021-03009-0Important crop-growing regions, such as Brazil, are susceptible to droughts that strike with alarming speed.","2021-11-03 00:00:00","Science","https://www.nature.com/articles/d41586-021-03009-0","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","c86f4dfad8155d8d400ef793708870b9"
"When are masks most useful? COVID cases offer hints","Nature","Nature, Published online: 04 November 2021; doi:10.1038/d41586-021-03030-3Masks offer the greatest protection indoors and during long exposures to people infected with the coronavirus — but other public-health measures matter, too.","2021-11-04 00:00:00","Science","https://www.nature.com/articles/d41586-021-03030-3","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","2f8ce9a658138014d21b626fa5c1113a"
"Fifty years of the brain’s sense of space","Nature","Nature, Published online: 04 November 2021; doi:10.1038/d41586-021-03010-7Neurons in a brain region called the hippocampus were found to be selectively active when rats are in a specific spatial location during natural navigation. The discovery launched research efforts into how the brain supports spatial memory.","2021-11-04 00:00:00","Science","https://www.nature.com/articles/d41586-021-03010-7","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","5202402fa4112284ab8080f15f70ed89"
"US astronomy's 10-year plan is super-ambitious","Nature","Nature, Published online: 04 November 2021; doi:10.1038/d41586-021-03027-yIts ‘decadal survey’ pitches big new space observatories, funding for large telescopes and a reckoning over social issues plaguing the field.","2021-11-04 00:00:00","Science","https://www.nature.com/articles/d41586-021-03027-y","ff3fcddf7772101e9a52107b5634f5d80b4d54ac2ddcc5e1af09f50024bb09ed","796e88a831913a13399ebf7f71de6ea9"
